session_id,difficulty,fun,feedback
696d52f68b5cfc3f6cf21195,just right,typical,fun
696d52fa9891fd3bd8d207d7,just right,worse than average,
696d5306fbbdfdfc44c90458,just right,better than average,
696d530c0a3806843dbdce01,just right,worse than average,
696d53432f68c0bc2baee98e,just right,typical,
696d533dd4666a80ade18cd6,just right,better than average,no
696d5325e42d088a38fa7a76,just right,typical,"was fun, thanks for letting me participate!"
696d53423ae450043bf6613b,just right,typical,N/A
696d5374fa0ca4f583e9775d,just right,typical,
696d5356c97948fac690b16f,just right,better than average,
696d53764c4c922646972616,just right,better than average,
696d535ddede1159e4d20cff,just right,typical,
696d53581505f809e4bc71c2,just right,typical,
696d537a75f56b1c0ffd6ffa,just right,typical,
696d537be007b1135c8c4c9a,just right,typical,
696d537b008e9faac6c97346,just right,typical,
696d538390e7733bf5d7625d,just right,better than average,
696d5381e016d9585133c57c,just right,better than average,
696d5386e9bf634514468687,just right,typical,
696d539afe0fca6977f35a7b,just right,typical,
696d5392d54c65c3bc2ad40b,just right,typical,thanks
696d53954c4c92264697261a,too easy,better than average,
696d53a83611ffcf7dfbe474,just right,typical,
696d53c07d9480e7c96f088c,just right,typical,None.
696d53cd58ff60ddf1aaec38,just right,typical,
696d53c276a5b98134bf810b,just right,typical,
696d53dd234bee09d8adeebd,just right,better than average,
696d53eac21961fbd9edeae3,just right,better than average,nope
696d53e0f7a0dd22b81d2827,just right,better than average,
696d53f78512bd381176b2c1,too easy,typical,
696d540c817b6ad4ffaee9c7,just right,better than average,
696d53f997a1d09cf8d3db37,just right,better than average,
696d53fb47424ddb5db2cdbc,just right,better than average,
696d54127d9480e7c96f0892,just right,better than average,
696d540d332e7dd66adf38b4,just right,better than average,
696d5429c255e954921e8372,just right,better than average,NO
696d54220f02a7efba991f6a,just right,better than average,
696d541f813adbf2cf9afbaf,just right,better than average,
696d543864572e53d69ea056,too hard,typical,
696d5487991b3e04175a2937,just right,better than average,
696d54891f46b3f7e77566a6,just right,better than average,
696d548d4aaafd0ceeca31ab,just right,better than average,
696d548c51b25aee21c3c1ed,just right,better than average,
696d549d9ee89237a9df2b79,just right,better than average,
696d54a9cae83cbefb0728b7,just right,typical,
696d54c5403ae06aed827349,too hard,typical,
696d550efc20a71e39a72a77,just right,better than average,No thank you.
696d54c34dea12223f8453b0,just right,typical,
696d550bc255e954921e8384,too easy,better than average,
696d551c57486d60e83355a5,just right,better than average,"I really liked this, would enjoy more similar to this, I believe I would have been better listening to the inner voice hahaha"
696d551d4d988a2cbce12d29,just right,better than average,
696d551f306e5a4261b62d26,just right,better than average,No
696d5584a690dfbe93171643,just right,better than average,
696d55884dc3bd0b0e6a8898,just right,typical,good study thank you
696d55e6f6c7c4f7400b6f31,just right,better than average,
696d55f6c97948fac690b30c,just right,typical,
696d55f53108de14c51ec844,just right,better than average,
696d5600fd9d5f1bef53f2fd,just right,typical,
696d55fda52225f265d5c513,just right,better than average,Thank you!
696d56152f08b67b298446b8,just right,better than average,This was a fun and easy to follow study. Thank you for allowing me this opportunity to take part in your research.
696d56680b9d7d424c5a29a5,just right,better than average,Thank you!
696d567f81f2eb8ec3a41b01,too easy,worse than average,
696d56854b3e33753fc8c495,just right,better than average,
696d56916cef8304af25743e,just right,typical,
696d56b9e0deff0a871c5b19,too easy,better than average,It seemed like only th j key worked
696d56f0ac9dbf18cb58ac09,just right,better than average,
696d575d81f2eb8ec3a41b14,just right,better than average,fun!
696d57c71870ff2234549162,just right,better than average,
696d5708ea72f977345a27c1,just right,better than average,
696d5759e7cd0e2e99657330,just right,better than average,
696d57f3e4540c7703f2dce0,just right,typical,
696d576dc78b0412dac2c4b4,just right,better than average,No
696d58018aec5d6a8d3f6d9d,just right,better than average,
696d582c19d7360e820724e2,just right,typical,
696d5837e73ac3fe96f6c204,just right,better than average,
696d58537f148ee76916cb4b,just right,better than average,
696d5942e8a533624e5f6e28,just right,better than average,No comments.
696d59ccf4212540260f9c91,just right,better than average,
696d596a390be69eb7f6da57,just right,typical,
696d59617bd7e159f3c8872c,just right,typical,
696d59ca753b07e27a0afdbe,just right,typical,NA
696d59f8226fe03a4a361eac,just right,better than average,Fun study
696d59fe8585981a8b357cf0,just right,typical,
696d5a47ae246e08ea84567a,just right,better than average,Good luck with your research!
696d5a3ea1c0ac861b0760ec,just right,better than average,N//A
696d5aa090e7733bf5d762d2,too easy,typical,
696d5a54f8fa90c65a3798eb,just right,better than average,
696d5ab507906844239f1569,just right,better than average,
696d5ac5ba4e05525968e0e4,just right,better than average,
696d5afe9523d25633961aef,just right,better than average,
696d5b297bd7e159f3c8873d,just right,typical,
696d5ac8a3a3cee19cda056d,just right,better than average,Fun survey
696d5b84cb553399b6040c79,just right,better than average,
696d5babec9ab9f3e40e5f46,just right,typical,Thanks
696d5c1e188ca9e471fbe0cb,just right,typical,
696d5c24f03a4a5366c933bc,just right,typical,
696d5d104c4c922646972683,just right,better than average,
696d5f48ece75e862fc94bb0,just right,better than average,
696d5d946379513dbc6e869c,just right,better than average,Very fun study! Everything worked great and was clear. Thank you and good luck!
696d5f6906b22e9c10d9e34b,just right,better than average,
696d5f7cfa36e6e9310b6e15,just right,better than average,
696d5fe2676356af6a881ca7,just right,better than average,
696d609017bf09cdcc6ed314,just right,better than average,
696d60e8407b062362ca433b,just right,typical,
696d61355c479bbfa732c989,too easy,typical,
696d660dc97948fac690b45a,just right,better than average,
696d62dee8cb32919efa871c,just right,better than average,
696d62ff2d65f880feea5456,just right,better than average,
696d6636b81cc02e7720bbfe,just right,better than average,
696d66e5498f0385786111a1,just right,better than average,
696d68956989605f9a3d5a27,just right,typical,
696d6d08ebd64203700d2220,just right,typical,
696d68f5c9d44fdb4020b760,just right,better than average,I enjoyed participating and sincerely hope my participation helps with your research. Thank you and have a nice evening.
696d6fa34d988a2cbce132f0,just right,better than average,
696d742548bc196ecc686231,just right,better than average,Thank you for allowing me to participate.
696d7488ee5f307f15214957,too hard,worse than average,
696d79f9d2afeb90da46334b,just right,better than average,
696d8ca5ddc3659fa55ee6dc,just right,typical,
